,vtec_mean,vtec_std,vtec_min,vtec_max,n_maps
2019-05-04 01:00:00+00:00,5.763059200000001,,5.763059200000001,5.763059200000001,1
2019-05-04 01:30:00+00:00,,,,,0
2019-05-04 02:00:00+00:00,5.8584000000000005,,5.8584000000000005,5.8584000000000005,1
2019-05-04 02:30:00+00:00,,,,,0
2019-05-04 03:00:00+00:00,5.3792,,5.3792,5.3792,1
2019-05-04 03:30:00+00:00,,,,,0
2019-05-04 04:00:00+00:00,4.7590592,,4.7590592,4.7590592,1
2019-05-04 04:30:00+00:00,,,,,0
2019-05-04 05:00:00+00:00,4.752000000000001,,4.752000000000001,4.752000000000001,1
2019-05-04 05:30:00+00:00,,,,,0
2019-05-04 06:00:00+00:00,6.88,,6.88,6.88,1
2019-05-04 06:30:00+00:00,,,,,0
2019-05-04 07:00:00+00:00,9.3569408,,9.3569408,9.3569408,1
2019-05-04 07:30:00+00:00,,,,,0
2019-05-04 08:00:00+00:00,10.7552,,10.7552,10.7552,1
2019-05-04 08:30:00+00:00,,,,,0
2019-05-04 09:00:00+00:00,12.2032,,12.2032,12.2032,1
2019-05-04 09:30:00+00:00,,,,,0
2019-05-04 10:00:00+00:00,13.5626816,,13.5626816,13.5626816,1
2019-05-04 10:30:00+00:00,,,,,0
2019-05-04 11:00:00+00:00,14.2641408,,14.2641408,14.2641408,1
2019-05-04 11:30:00+00:00,,,,,0
2019-05-04 12:00:00+00:00,15.875199999999998,,15.875199999999998,15.875199999999998,1
2019-05-04 12:30:00+00:00,,,,,0
2019-05-04 13:00:00+00:00,18.848799999999997,,18.848799999999997,18.848799999999997,1
2019-05-04 13:30:00+00:00,,,,,0
2019-05-04 14:00:00+00:00,19.731340799999998,,19.731340799999998,19.731340799999998,1
2019-05-04 14:30:00+00:00,,,,,0
2019-05-04 15:00:00+00:00,18.8817408,,18.8817408,18.8817408,1
2019-05-04 15:30:00+00:00,,,,,0
2019-05-04 16:00:00+00:00,19.0130816,,19.0130816,19.0130816,1
2019-05-04 16:30:00+00:00,,,,,0
2019-05-04 17:00:00+00:00,20.3748224,,20.3748224,20.3748224,1
2019-05-04 17:30:00+00:00,,,,,0
2019-05-04 18:00:00+00:00,21.904704,,21.904704,21.904704,1
2019-05-04 18:30:00+00:00,,,,,0
2019-05-04 19:00:00+00:00,22.370303999999997,,22.370303999999997,22.370303999999997,1
2019-05-04 19:30:00+00:00,,,,,0
2019-05-04 20:00:00+00:00,20.0139264,,20.0139264,20.0139264,1
2019-05-04 20:30:00+00:00,,,,,0
2019-05-04 21:00:00+00:00,12.617222400000001,,12.617222400000001,12.617222400000001,1
2019-05-04 21:30:00+00:00,,,,,0
2019-05-04 22:00:00+00:00,7.969881600000001,,7.969881600000001,7.969881600000001,1
2019-05-04 22:30:00+00:00,,,,,0
2019-05-04 23:00:00+00:00,7.301740800000001,,7.301740800000001,7.301740800000001,1
2019-05-04 23:30:00+00:00,,,,,0
2019-05-05 00:00:00+00:00,6.633600000000001,,6.633600000000001,6.633600000000001,1
2019-05-05 00:30:00+00:00,,,,,0
2019-05-05 01:00:00+00:00,5.708140800000001,,5.708140800000001,5.708140800000001,1
2019-05-05 01:30:00+00:00,,,,,0
2019-05-05 02:00:00+00:00,5.8856,,5.8856,5.8856,1
2019-05-05 02:30:00+00:00,,,,,0
2019-05-05 03:00:00+00:00,5.6809408,,5.6809408,5.6809408,1
2019-05-05 03:30:00+00:00,,,,,0
2019-05-05 04:00:00+00:00,4.9272,,4.9272,4.9272,1
2019-05-05 04:30:00+00:00,,,,,0
2019-05-05 05:00:00+00:00,4.9473408,,4.9473408,4.9473408,1
2019-05-05 05:30:00+00:00,,,,,0
2019-05-05 06:00:00+00:00,6.919200000000001,,6.919200000000001,6.919200000000001,1
2019-05-05 06:30:00+00:00,,,,,0
2019-05-05 07:00:00+00:00,9.1390592,,9.1390592,9.1390592,1
2019-05-05 07:30:00+00:00,,,,,0
2019-05-05 08:00:00+00:00,9.7153408,,9.7153408,9.7153408,1
2019-05-05 08:30:00+00:00,,,,,0
2019-05-05 09:00:00+00:00,10.408000000000001,,10.408000000000001,10.408000000000001,1
2019-05-05 09:30:00+00:00,,,,,0
2019-05-05 10:00:00+00:00,12.237599999999999,,12.237599999999999,12.237599999999999,1
2019-05-05 10:30:00+00:00,,,,,0
2019-05-05 11:00:00+00:00,14.487999999999998,,14.487999999999998,14.487999999999998,1
2019-05-05 11:30:00+00:00,,,,,0
2019-05-05 12:00:00+00:00,15.850681599999998,,15.850681599999998,15.850681599999998,1
