start,end,Bz_min,duration_h
2016-03-06 16:50:00+00:00,2016-03-06 16:55:00+00:00,-11.39,0.08333333333333333
2016-03-06 17:10:00+00:00,2016-03-06 17:10:00+00:00,-10.47,0.0
2016-03-06 18:00:00+00:00,2016-03-06 18:00:00+00:00,-11.31,0.0
2016-03-06 18:40:00+00:00,2016-03-06 18:45:00+00:00,-11.46,0.08333333333333333
2016-03-06 19:20:00+00:00,2016-03-06 19:25:00+00:00,-11.28,0.08333333333333333
2016-03-11 13:25:00+00:00,2016-03-11 13:30:00+00:00,-10.35,0.08333333333333333
2016-03-11 13:50:00+00:00,2016-03-11 13:50:00+00:00,-11.58,0.0
2016-03-11 19:40:00+00:00,2016-03-11 19:40:00+00:00,-10.77,0.0
2016-03-14 20:45:00+00:00,2016-03-14 20:45:00+00:00,-10.72,0.0
2016-04-02 15:05:00+00:00,2016-04-02 15:05:00+00:00,-10.23,0.0
2016-04-07 19:00:00+00:00,2016-04-07 19:40:00+00:00,-11.63,0.6666666666666666
2016-04-07 20:15:00+00:00,2016-04-07 20:40:00+00:00,-10.65,0.4166666666666667
2016-04-07 20:50:00+00:00,2016-04-07 22:35:00+00:00,-10.93,1.75
2016-04-22 15:25:00+00:00,2016-04-22 15:30:00+00:00,-11.6,0.08333333333333333
2016-05-08 01:20:00+00:00,2016-05-08 01:35:00+00:00,-10.77,0.25
2016-05-08 01:50:00+00:00,2016-05-08 02:05:00+00:00,-10.92,0.25
2016-05-08 03:20:00+00:00,2016-05-08 03:50:00+00:00,-11.52,0.5
2016-05-08 04:05:00+00:00,2016-05-08 05:35:00+00:00,-11.75,1.5
2016-05-08 06:05:00+00:00,2016-05-08 06:45:00+00:00,-10.83,0.6666666666666666
2016-05-08 06:55:00+00:00,2016-05-08 07:05:00+00:00,-11.21,0.16666666666666666
2016-06-05 09:25:00+00:00,2016-06-05 09:30:00+00:00,-10.88,0.08333333333333333
2016-06-05 14:15:00+00:00,2016-06-05 14:15:00+00:00,-10.46,0.0
2016-06-05 15:20:00+00:00,2016-06-05 15:20:00+00:00,-11.57,0.0
2016-06-14 19:05:00+00:00,2016-06-14 19:25:00+00:00,-11.7,0.3333333333333333
2016-06-14 20:25:00+00:00,2016-06-14 20:30:00+00:00,-10.79,0.08333333333333333
2016-06-14 20:50:00+00:00,2016-06-14 20:50:00+00:00,-10.39,0.0
2016-07-07 04:00:00+00:00,2016-07-07 04:00:00+00:00,-10.7,0.0
2016-07-07 22:40:00+00:00,2016-07-07 22:40:00+00:00,-10.04,0.0
2016-07-20 01:10:00+00:00,2016-07-20 01:10:00+00:00,-11.62,0.0
2016-07-20 02:25:00+00:00,2016-07-20 02:25:00+00:00,-10.19,0.0
2016-07-20 02:35:00+00:00,2016-07-20 02:35:00+00:00,-10.33,0.0
2016-07-20 03:15:00+00:00,2016-07-20 03:15:00+00:00,-10.17,0.0
2016-07-20 03:25:00+00:00,2016-07-20 03:25:00+00:00,-11.21,0.0
2016-07-20 04:50:00+00:00,2016-07-20 04:50:00+00:00,-10.3,0.0
2016-07-24 21:00:00+00:00,2016-07-24 21:00:00+00:00,-10.25,0.0
2016-07-29 01:15:00+00:00,2016-07-29 01:15:00+00:00,-10.5,0.0
2016-08-02 21:25:00+00:00,2016-08-02 21:40:00+00:00,-11.61,0.25
2016-08-03 04:40:00+00:00,2016-08-03 05:00:00+00:00,-10.79,0.3333333333333333
2016-08-03 05:10:00+00:00,2016-08-03 05:10:00+00:00,-10.11,0.0
2016-08-03 05:35:00+00:00,2016-08-03 05:35:00+00:00,-10.04,0.0
2016-08-03 08:45:00+00:00,2016-08-03 09:05:00+00:00,-11.43,0.3333333333333333
2016-08-03 09:20:00+00:00,2016-08-03 09:35:00+00:00,-11.22,0.25
2016-08-03 09:45:00+00:00,2016-08-03 10:00:00+00:00,-11.75,0.25
2016-08-16 21:30:00+00:00,2016-08-16 21:40:00+00:00,-11.52,0.16666666666666666
2016-08-21 14:05:00+00:00,2016-08-21 14:05:00+00:00,-10.24,0.0
2016-08-21 14:30:00+00:00,2016-08-21 15:00:00+00:00,-11.56,0.5
2016-08-23 19:05:00+00:00,2016-08-23 19:35:00+00:00,-11.456666666666667,0.5
2016-08-23 19:45:00+00:00,2016-08-23 20:15:00+00:00,-11.65,0.5
2016-08-23 21:00:00+00:00,2016-08-23 21:00:00+00:00,-10.49,0.0
2016-09-19 21:30:00+00:00,2016-09-19 21:30:00+00:00,-10.44,0.0
2016-09-20 00:55:00+00:00,2016-09-20 00:55:00+00:00,-10.19,0.0
2016-09-25 10:15:00+00:00,2016-09-25 10:20:00+00:00,-10.27,0.08333333333333333
2016-09-25 10:30:00+00:00,2016-09-25 10:45:00+00:00,-10.56,0.25
2016-10-13 06:35:00+00:00,2016-10-13 07:30:00+00:00,-11.37,0.9166666666666666
2016-11-10 14:10:00+00:00,2016-11-10 14:10:00+00:00,-10.05,0.0
2016-11-10 14:40:00+00:00,2016-11-10 14:40:00+00:00,-10.56,0.0
2016-11-12 04:35:00+00:00,2016-11-12 04:45:00+00:00,-11.4,0.16666666666666666
2016-12-17 23:10:00+00:00,2016-12-17 23:15:00+00:00,-10.32,0.08333333333333333
2016-12-21 10:00:00+00:00,2016-12-21 10:00:00+00:00,-10.59,0.0
2016-12-31 10:35:00+00:00,2016-12-31 11:05:00+00:00,-11.63,0.5
2016-12-31 13:15:00+00:00,2016-12-31 13:15:00+00:00,-10.27,0.0
2016-12-31 19:40:00+00:00,2016-12-31 19:40:00+00:00,-11.13,0.0
2017-01-18 04:40:00+00:00,2017-01-18 04:40:00+00:00,-10.25,0.0
2017-01-18 07:05:00+00:00,2017-01-18 07:10:00+00:00,-11.07,0.08333333333333333
2017-01-26 13:10:00+00:00,2017-01-26 13:20:00+00:00,-10.38,0.16666666666666666
2017-01-26 22:55:00+00:00,2017-01-26 22:55:00+00:00,-10.15,0.0
