date,vtec_n,vtec_mean,vtec_median,vtec_std,vtec_min,vtec_max,f107_obs,kp_mean,kp_max,ap,dst_mean,dst_min
2015-10-01,24,22.475,19.763,12.369,7.21,41.99,119.7,2.125,3.667,10.0,-9.7,-48.0
2015-10-02,24,15.461,14.605,4.168,9.474,23.184,107.4,2.625,3.667,12.0,-31.4,-40.0
2015-10-03,24,16.999,14.552,7.396,8.843,29.427,96.9,2.25,3.333,10.0,-29.6,-40.0
2015-10-04,24,15.747,13.804,7.624,6.878,27.609,88.3,3.042,4.333,17.0,-44.6,-63.0
2015-10-05,24,14.237,14.172,6.213,4.945,23.263,82.6,3.0,5.0,18.0,-36.3,-48.0
2015-10-06,24,14.45,11.832,7.99,5.858,29.283,81.4,3.167,4.333,18.0,-33.9,-52.0
2015-10-07,24,12.668,13.815,3.855,6.265,17.901,80.5,5.625,7.333,74.0,-75.1,-130.0
2015-10-08,24,13.275,11.67,7.287,4.593,28.856,79.7,4.875,5.667,45.0,-66.2,-97.0
2015-10-09,24,12.226,11.253,6.507,4.637,22.416,81.2,3.917,4.667,27.0,-48.4,-57.0
2015-10-10,24,12.086,12.094,5.606,5.899,21.962,81.4,2.375,3.333,11.0,-43.1,-56.0
2015-10-11,24,12.284,10.335,6.565,4.993,24.114,84.6,2.5,3.667,12.0,-35.6,-55.0
2015-10-12,24,13.831,13.454,6.217,5.914,24.671,89.1,3.292,5.0,21.0,-31.2,-52.0
2015-10-13,24,15.172,14.857,6.651,6.913,24.367,95.6,3.666,4.333,24.0,-35.0,-51.0
2015-10-14,24,13.606,12.255,6.563,5.867,26.085,100.7,3.5,4.333,21.0,-41.5,-53.0
2015-10-15,24,15.919,15.762,7.008,6.551,25.4,106.8,2.0,2.667,8.0,-25.6,-33.0
2015-10-16,24,16.385,15.525,8.296,5.569,28.611,109.1,1.583,2.667,6.0,-22.1,-35.0
2015-10-17,24,20.253,17.038,13.068,6.214,41.006,116.6,2.292,3.667,10.0,-15.5,-26.0
2015-10-18,24,22.278,19.543,12.763,7.457,44.475,119.5,3.25,4.667,19.0,-32.7,-56.0
2015-10-19,24,20.477,17.311,10.588,9.105,38.874,123.7,0.917,1.667,4.0,-21.6,-35.0
2015-10-20,24,22.452,21.018,12.583,7.975,44.794,122.8,2.125,2.667,8.0,-15.7,-22.0
2015-10-21,24,23.28,20.503,11.921,9.68,45.907,129.0,2.167,3.667,10.0,-9.2,-25.0
2015-10-22,24,22.643,21.18,11.409,8.867,40.189,120.5,1.167,2.0,4.0,-13.8,-23.0
2015-10-23,24,21.671,19.857,10.414,8.081,40.151,114.9,1.458,2.333,6.0,-8.8,-17.0
2015-10-24,24,21.651,20.701,10.077,6.963,38.525,106.3,1.958,3.667,9.0,-4.8,-20.0
2015-10-25,24,22.186,21.446,10.39,8.784,37.221,106.4,1.625,2.667,6.0,-2.0,-11.0
2015-10-26,24,18.759,16.591,8.456,8.854,34.607,106.2,0.25,0.667,1.0,-8.2,-16.0
2015-10-27,24,18.197,15.186,9.257,7.366,34.365,110.1,0.75,2.0,3.0,-9.8,-13.0
2015-10-28,24,19.256,15.862,10.25,7.351,39.471,112.2,0.167,1.0,1.0,-3.3,-9.0
2015-10-29,24,18.635,16.5,7.984,8.665,31.122,112.9,0.875,2.333,4.0,0.3,-13.0
2015-10-30,24,19.072,15.958,8.364,10.118,34.252,121.2,1.875,3.0,8.0,-10.9,-25.0
2015-10-31,24,17.729,16.7,7.457,8.267,31.065,118.5,1.375,2.667,6.0,-8.8,-16.0
2015-11-01,24,19.503,15.752,9.367,9.511,37.043,124.3,2.125,3.333,9.0,-23.8,-40.0
2015-11-02,24,18.358,16.252,8.651,8.939,34.55,122.0,0.917,2.667,4.0,-5.0,-14.0
2015-11-03,24,23.743,17.632,15.29,9.426,57.127,124.2,4.0,5.0,29.0,-18.4,-51.0
2015-11-04,24,19.701,14.922,10.722,8.49,41.258,113.8,3.875,5.333,30.0,-36.0,-56.0
2015-11-05,24,16.359,12.66,9.415,6.178,35.548,109.9,2.958,4.0,16.0,-31.0,-37.0
2015-11-06,24,15.252,13.883,7.717,6.391,29.675,115.2,2.708,4.333,14.0,-19.9,-32.0
2015-11-07,24,15.675,13.828,7.834,6.195,32.012,115.0,4.125,6.0,38.0,-60.2,-87.0
2015-11-08,24,15.948,12.674,9.645,4.994,35.459,107.7,2.417,4.333,14.0,-35.9,-50.0
2015-11-09,24,16.372,15.996,9.508,3.941,36.458,107.6,3.834,4.667,25.0,-44.4,-55.0
2015-11-10,24,15.815,12.88,8.788,5.313,30.104,105.4,4.458,5.333,37.0,-41.3,-56.0
2015-11-11,24,14.566,10.085,7.631,5.621,26.687,105.0,3.458,4.667,22.0,-29.7,-36.0
2015-11-12,24,15.222,11.778,8.702,5.289,31.911,103.5,0.958,1.667,4.0,-26.2,-35.0
2015-11-13,24,17.752,13.266,10.968,6.292,40.8,102.9,2.542,3.667,13.0,-17.8,-31.0
2015-11-14,24,18.814,14.952,10.102,8.452,38.173,106.3,2.042,3.0,8.0,-21.4,-30.0
2015-11-15,24,18.794,13.697,11.06,6.972,39.07,105.8,1.916,3.0,8.0,-9.5,-19.0
2015-11-16,24,22.475,17.084,15.801,6.256,53.877,105.6,2.667,3.333,12.0,-27.6,-38.0
2015-11-17,24,16.394,15.304,8.103,6.752,29.652,107.1,1.834,3.0,8.0,-12.8,-20.0
2015-11-18,24,18.171,15.935,10.015,7.745,39.088,107.6,2.625,5.0,15.0,-14.9,-34.0
2015-11-19,24,17.136,13.427,8.572,6.546,31.401,108.1,1.708,3.667,8.0,-19.7,-35.0
2015-11-20,24,17.887,16.829,9.374,7.13,36.449,111.0,0.917,2.333,4.0,-2.0,-11.0
2015-11-21,24,19.099,14.461,10.536,8.762,38.872,122.2,0.542,2.0,2.0,-5.4,-13.0
2015-11-22,24,16.385,14.593,7.5,7.513,30.41,122.9,0.333,0.667,2.0,-3.5,-11.0
2015-11-23,24,16.054,14.48,6.767,7.695,27.415,119.7,0.25,0.667,1.0,-0.4,-5.0
2015-11-24,24,15.63,13.372,6.923,7.106,28.093,113.2,0.0,0.0,0.0,2.4,-3.0
2015-11-25,24,15.696,13.186,6.306,8.726,25.78,109.0,0.0,0.0,0.0,9.1,5.0
2015-11-26,24,15.508,11.567,6.4,8.47,28.046,103.9,0.333,1.333,1.0,6.5,-7.0
2015-11-27,24,16.847,14.016,6.894,9.161,29.905,98.9,1.542,3.0,6.0,-4.5,-10.0
2015-11-28,24,16.658,12.857,7.805,8.031,30.609,96.6,1.542,2.667,6.0,4.5,-12.0
2015-11-29,24,14.251,11.389,6.467,5.984,25.881,95.5,1.875,3.0,8.0,-3.0,-15.0
2015-11-30,24,13.37,11.995,5.919,6.586,27.081,95.7,2.958,5.0,17.0,-17.5,-42.0
2015-12-01,24,12.982,12.226,5.98,6.319,24.608,94.6,2.667,3.667,13.0,-20.0,-34.0
2015-12-02,24,13.176,12.289,5.942,5.907,22.275,95.3,2.0,2.667,8.0,-22.2,-29.0
2015-12-03,24,12.327,10.861,4.784,6.633,20.294,94.5,0.833,1.333,4.0,-12.2,-21.0
2015-12-04,24,12.416,9.368,5.458,6.661,21.83,97.6,1.0,2.333,4.0,-8.1,-13.0
2015-12-05,24,13.062,13.021,4.831,6.814,21.485,100.5,2.75,3.667,14.0,-11.0,-21.0
2015-12-06,24,14.025,11.836,5.638,6.928,23.521,102.2,3.542,4.333,22.0,-22.8,-39.0
2015-12-07,24,13.101,10.252,5.679,7.402,22.788,100.7,3.375,3.667,19.0,-18.5,-25.0
2015-12-08,24,12.588,9.977,5.964,6.104,22.622,111.2,2.25,3.667,10.0,-17.8,-26.0
2015-12-09,24,12.448,10.541,5.689,6.376,22.927,108.8,1.875,3.333,8.0,-8.5,-14.0
2015-12-10,24,13.554,12.3,5.895,7.083,24.138,108.5,3.667,5.0,24.0,-14.0,-24.0
2015-12-11,24,14.376,14.2,6.216,6.798,23.953,113.7,3.333,4.333,19.0,-14.9,-23.0
2015-12-12,24,13.59,11.953,5.559,7.015,22.838,116.7,2.333,3.333,10.0,-15.4,-23.0
2015-12-13,24,14.07,11.36,6.598,6.92,25.835,122.5,1.625,2.667,7.0,-9.0,-16.0
2015-12-14,24,15.312,12.708,8.34,5.674,30.665,124.0,2.875,5.333,20.0,-17.3,-55.0
2015-12-15,24,13.897,11.609,6.985,5.746,24.484,118.9,2.833,4.667,16.0,-33.2,-47.0
2015-12-16,24,13.474,10.782,7.183,4.855,25.517,126.2,1.042,3.667,6.0,-22.0,-37.0
2015-12-17,24,13.509,11.939,7.492,5.084,27.179,117.8,1.375,3.667,6.0,-13.9,-27.0
2015-12-18,24,12.67,11.146,4.857,6.642,20.342,117.1,1.125,2.667,5.0,-14.1,-22.0
2015-12-19,24,13.012,11.655,5.813,6.004,22.208,119.0,1.833,4.0,10.0,-0.2,-18.0
2015-12-20,24,17.781,18.887,8.801,6.335,35.086,116.6,5.583,6.667,70.0,-73.1,-166.0
2015-12-21,24,14.236,12.117,6.798,4.971,25.564,121.7,3.875,6.667,38.0,-99.8,-159.0
2015-12-22,24,12.245,9.686,7.759,3.088,26.071,130.1,2.542,4.333,12.0,-42.1,-49.0
2015-12-23,24,13.327,13.018,7.085,4.979,24.371,133.9,2.292,3.333,9.0,-28.2,-39.0
2015-12-24,24,13.779,10.656,8.935,4.286,29.457,132.7,2.458,3.333,11.0,-17.8,-26.0
2015-12-25,24,12.309,11.94,5.941,4.357,21.174,126.4,1.958,2.333,7.0,-14.5,-20.0
2015-12-26,24,12.372,9.185,6.472,6.19,24.479,117.4,2.75,4.333,14.0,-13.3,-20.0
2015-12-27,24,12.253,10.065,6.307,4.737,22.514,110.3,2.333,3.0,9.0,-17.4,-35.0
2015-12-28,24,11.457,9.752,5.151,5.295,21.672,112.1,1.167,2.0,4.0,-8.6,-15.0
2015-12-29,24,11.84,9.707,5.832,5.333,22.918,105.4,1.5,2.333,6.0,-8.7,-17.0
2015-12-30,24,11.255,9.281,5.629,5.521,23.418,101.5,0.583,1.333,2.0,-6.8,-13.0
2015-12-31,24,13.805,11.043,7.508,6.381,29.576,96.2,4.25,5.667,35.0,-29.6,-105.0
2016-01-01,24,11.798,10.362,6.749,3.542,22.567,98.4,3.25,6.0,28.0,-68.2,-116.0
2016-01-02,24,10.346,9.007,5.356,3.815,19.69,100.0,2.208,3.0,9.0,-25.8,-40.0
2016-01-03,24,10.95,9.648,5.42,5.109,22.624,101.9,1.583,2.667,6.0,-18.1,-25.0
2016-01-04,24,11.118,10.449,4.615,5.607,20.687,95.3,1.167,2.0,4.0,-14.1,-27.0
2016-01-05,24,12.154,11.339,4.505,6.582,20.361,95.2,1.417,2.333,5.0,0.0,-9.0
2016-01-06,24,13.691,10.837,5.672,7.015,23.79,100.2,3.042,4.667,16.0,-19.4,-31.0
2016-01-07,24,12.408,9.417,6.054,6.285,24.275,103.4,2.708,4.0,13.0,-16.5,-22.0
2016-01-08,24,12.54,9.551,7.279,5.44,27.197,108.5,1.792,3.0,7.0,-17.0,-22.0
2016-01-09,24,12.846,10.768,6.312,6.082,24.763,107.0,1.375,2.0,5.0,-11.8,-18.0
2016-01-10,24,13.071,9.122,7.225,5.746,28.049,108.9,1.958,2.667,8.0,-9.2,-16.0
2016-01-11,24,12.312,11.09,5.512,6.227,23.604,108.0,2.583,4.0,13.0,-15.1,-26.0
2016-01-12,24,14.546,10.852,8.444,5.675,29.103,105.5,2.667,4.0,13.0,-20.8,-36.0
2016-01-13,24,12.005,8.694,6.987,5.258,27.762,104.1,2.542,4.0,13.0,-20.3,-28.0
2016-01-14,24,11.72,9.602,5.562,5.155,20.966,103.2,1.917,2.667,7.0,-17.3,-25.0
2016-01-15,24,11.96,9.643,5.743,6.145,23.7,103.5,1.167,2.0,4.0,-19.2,-25.0
2016-01-16,24,12.85,12.049,5.432,7.122,22.626,99.9,0.625,1.333,3.0,-5.3,-18.0
2016-01-17,24,12.812,10.84,5.318,7.338,21.989,100.6,0.667,1.333,3.0,-7.9,-16.0
2016-01-18,24,12.924,10.883,5.571,6.627,23.791,99.9,0.833,3.0,4.0,-5.7,-11.0
2016-01-19,24,13.607,10.992,5.815,7.247,25.435,97.5,2.0,4.333,10.0,-7.0,-21.0
2016-01-20,24,17.578,16.994,6.991,9.332,27.037,100.4,3.542,4.667,26.0,-54.1,-101.0
2016-01-21,24,13.455,12.313,5.461,5.776,23.312,104.0,4.125,5.667,33.0,-49.9,-64.0
2016-01-22,24,11.164,9.599,5.256,4.631,19.118,100.5,2.75,3.333,13.0,-33.8,-41.0
2016-01-23,24,11.537,10.278,5.593,4.77,21.724,98.9,2.375,3.667,11.0,-26.0,-31.0
2016-01-24,24,11.362,9.721,5.218,4.849,21.364,103.8,2.042,4.0,10.0,-14.5,-22.0
2016-01-25,24,11.641,9.274,5.475,5.187,22.808,107.6,0.292,0.667,2.0,-13.1,-19.0
2016-01-26,24,12.421,9.212,6.202,5.858,24.217,114.8,0.833,1.667,3.0,-2.7,-14.0
2016-01-27,24,12.791,11.109,4.742,7.354,20.622,112.7,0.917,2.0,4.0,0.2,-6.0
2016-01-28,24,13.888,11.285,6.365,7.215,28.8,109.9,1.042,2.333,4.0,-11.6,-30.0
2016-01-29,24,13.21,11.545,4.644,7.31,21.44,106.9,0.584,0.667,3.0,-11.1,-16.0
2016-01-30,24,13.238,10.396,6.122,6.218,24.313,105.1,0.333,0.667,2.0,-4.8,-12.0
2016-01-31,24,14.382,11.884,7.018,6.265,29.279,101.2,2.083,3.667,9.0,-23.0,-46.0
2016-02-01,24,12.681,10.878,5.532,5.841,24.339,100.2,1.458,3.667,7.0,-31.2,-53.0
2016-02-02,24,12.424,9.446,6.168,5.183,23.04,102.1,1.208,2.667,5.0,-3.4,-28.0
2016-02-03,24,13.735,10.238,7.532,6.415,29.977,112.1,1.875,4.667,12.0,-30.5,-57.0
2016-02-04,24,14.077,13.538,5.984,6.808,23.267,123.3,1.208,2.333,5.0,-2.6,-11.0
2016-02-05,24,16.365,13.479,7.644,7.939,30.987,119.7,2.375,3.333,10.0,-12.6,-20.0
2016-02-06,24,15.28,14.86,5.548,7.345,25.983,117.1,1.708,2.333,6.0,-8.1,-16.0
2016-02-07,24,16.074,12.605,8.668,6.181,33.282,117.1,1.792,3.667,8.0,-11.8,-25.0
2016-02-08,24,15.95,13.61,7.351,7.129,28.454,115.2,2.375,5.0,17.0,-28.7,-45.0
2016-02-09,24,16.244,13.192,9.608,4.953,35.342,117.3,1.917,3.0,8.0,-9.5,-24.0
2016-02-10,24,16.287,11.921,8.7,5.891,32.078,112.2,1.0,2.667,4.0,-16.8,-27.0
2016-02-11,24,17.369,15.306,9.262,7.317,33.899,112.8,2.042,3.333,8.0,-24.5,-44.0
2016-02-12,24,19.33,14.886,11.752,5.788,42.532,112.2,2.583,3.667,12.0,-17.0,-45.0
2016-02-13,24,20.022,14.203,11.982,7.559,42.521,110.3,1.584,3.0,7.0,-2.2,-12.0
2016-02-14,24,19.532,16.676,12.277,6.11,43.94,108.0,2.167,3.0,9.0,-13.4,-21.0
2016-02-15,24,18.642,15.299,9.15,8.873,36.064,107.3,2.167,4.333,11.0,-7.8,-24.0
2016-02-16,24,20.47,18.25,10.369,7.761,38.34,104.0,4.375,5.333,37.0,-33.3,-65.0
2016-02-17,24,16.961,16.073,7.488,6.533,28.242,99.9,4.208,5.667,34.0,-40.9,-58.0
2016-02-18,24,15.101,15.507,7.422,4.689,26.811,94.9,4.0,5.0,29.0,-44.5,-62.0
2016-02-19,24,14.323,13.184,8.216,4.346,27.935,94.0,3.042,3.667,16.0,-32.8,-39.0
2016-02-20,24,14.175,13.904,6.447,6.176,24.305,100.0,1.167,2.333,5.0,-25.8,-31.0
2016-02-21,24,14.054,12.257,6.395,4.91,26.291,95.6,1.0,1.667,4.0,-16.5,-22.0
2016-02-22,24,14.523,14.001,5.186,6.364,22.571,93.7,0.542,1.0,2.0,-6.0,-12.0
2016-02-23,24,15.816,14.311,6.447,6.269,28.387,91.0,1.208,3.0,5.0,-7.9,-16.0
2016-02-24,24,15.509,13.11,6.347,6.848,26.615,87.9,1.625,2.667,6.0,-13.8,-20.0
2016-02-25,24,14.841,13.883,5.667,5.752,22.168,91.7,1.292,2.0,5.0,-0.5,-8.0
2016-02-26,24,14.639,13.083,5.401,7.935,23.654,89.0,1.5,3.667,7.0,-6.2,-14.0
2016-02-27,24,14.623,14.42,5.315,8.261,24.362,90.4,0.708,1.333,3.0,-1.2,-10.0
2016-02-28,24,15.662,13.459,6.522,8.036,25.701,93.2,0.708,1.333,3.0,1.0,-9.0
2016-02-29,24,15.264,14.07,6.24,6.04,25.079,90.9,0.917,2.0,4.0,5.1,-7.0
2016-03-01,24,18.276,17.815,8.311,7.299,29.222,96.8,1.958,3.0,8.0,5.6,-8.0
2016-03-02,24,19.586,19.404,9.557,7.407,35.529,98.2,1.542,2.667,6.0,2.1,-9.0
2016-03-03,24,17.179,16.821,8.013,7.017,29.456,98.7,1.625,2.333,6.0,-1.6,-7.0
2016-03-04,24,17.431,17.567,7.22,7.031,27.573,100.5,0.833,2.667,4.0,-4.7,-10.0
2016-03-05,24,19.606,18.415,7.823,9.612,33.097,96.2,0.708,2.0,3.0,1.4,-6.0
2016-03-06,24,24.633,27.087,9.217,11.936,36.423,95.5,3.083,6.333,31.0,-7.5,-99.0
2016-03-07,24,19.069,19.589,7.601,5.217,33.115,94.1,3.708,4.667,24.0,-59.8,-84.0
2016-03-08,24,17.188,17.213,7.015,5.945,28.411,95.5,1.75,2.333,6.0,-32.9,-50.0
2016-03-09,24,17.699,14.566,9.879,6.368,37.905,97.4,1.625,2.0,6.0,-24.1,-34.0
2016-03-10,24,19.203,15.502,11.19,6.18,42.481,95.0,1.75,2.667,7.0,-22.7,-32.0
2016-03-11,24,20.266,14.396,11.24,7.166,42.597,94.2,3.083,5.333,19.0,-5.6,-17.0
2016-03-12,24,17.337,13.67,8.012,7.211,32.249,95.0,2.25,3.333,11.0,-12.0,-23.0
2016-03-13,24,16.686,14.243,8.646,6.482,32.045,92.6,0.667,1.667,3.0,-6.1,-12.0
2016-03-14,24,18.03,13.94,11.377,6.139,38.442,93.4,2.083,5.0,12.0,-1.0,-21.0
2016-03-15,24,17.487,15.905,9.077,4.073,33.119,94.1,3.542,5.333,24.0,-30.8,-50.0
2016-03-16,24,15.554,14.311,6.18,5.29,26.524,91.0,3.125,5.0,20.0,-29.7,-56.0
2016-03-17,24,14.733,14.538,5.534,8.015,26.206,91.6,3.5,4.667,22.0,-33.8,-52.0
2016-03-18,24,14.501,11.724,8.112,6.243,29.675,90.3,1.958,2.333,7.0,-22.6,-29.0
2016-03-19,24,16.088,16.042,8.972,4.344,29.714,89.4,2.792,3.667,14.0,-29.6,-46.0
2016-03-20,24,15.787,14.217,8.044,6.455,29.089,87.6,2.167,3.667,10.0,-25.9,-42.0
2016-03-21,24,16.507,14.065,9.398,5.797,31.035,88.9,1.667,2.333,6.0,-13.0,-34.0
2016-03-22,24,17.388,14.629,10.696,6.471,36.692,87.3,1.416,2.333,6.0,-3.8,-12.0
2016-03-23,24,17.89,16.112,9.141,7.637,32.315,86.8,2.125,3.667,10.0,-4.8,-15.0
2016-03-24,24,17.199,14.369,9.147,7.515,33.814,86.5,1.458,2.667,6.0,-1.8,-15.0
2016-03-25,24,14.63,11.904,8.604,6.243,29.089,85.5,1.167,3.0,5.0,-8.5,-24.0
2016-03-26,24,14.586,12.748,8.121,5.86,27.353,85.5,0.417,0.667,2.0,5.8,-4.0
2016-03-27,24,17.592,15.936,8.804,6.835,30.917,88.2,2.542,3.333,11.0,4.2,-6.0
2016-03-28,24,17.761,16.796,8.113,9.15,32.397,87.7,1.958,3.667,9.0,-1.5,-14.0
2016-03-29,24,16.342,16.077,7.007,8.339,28.448,87.8,2.458,3.333,11.0,-10.7,-17.0
2016-03-30,24,18.008,13.79,10.742,7.155,36.653,83.8,2.416,3.333,11.0,-9.9,-19.0
2016-03-31,24,14.149,11.231,7.966,5.917,27.893,81.7,1.375,3.0,6.0,-7.4,-15.0
2016-04-01,24,14.973,12.502,8.456,5.783,29.484,82.1,0.458,1.333,2.0,0.4,-9.0
2016-04-02,24,17.865,16.983,9.296,6.615,31.59,81.5,2.458,5.0,19.0,-6.4,-59.0
2016-04-03,24,13.205,12.423,4.595,6.071,19.243,82.3,2.625,4.333,14.0,-30.2,-52.0
2016-04-04,24,13.659,12.328,6.8,5.008,23.627,83.4,1.375,2.667,6.0,-17.0,-24.0
2016-04-05,24,15.519,12.726,9.47,4.254,28.873,83.4,1.292,2.667,5.0,-12.0,-17.0
2016-04-06,24,14.43,13.128,7.545,5.501,27.544,87.1,1.542,2.333,6.0,-10.6,-23.0
2016-04-07,24,18.154,15.848,12.068,4.81,39.439,92.3,2.333,5.667,17.0,-6.9,-61.0
2016-04-08,24,14.647,12.289,7.004,5.449,27.068,98.3,1.333,4.667,8.0,-24.6,-62.0
2016-04-09,24,16.95,12.905,12.107,4.921,42.055,105.5,0.333,1.0,2.0,-5.5,-20.0
2016-04-10,24,15.345,13.987,9.358,4.913,30.999,110.6,1.542,2.667,6.0,-0.4,-12.0
2016-04-11,24,17.239,14.427,10.289,6.213,35.177,116.6,1.0,3.0,4.0,1.8,-7.0
2016-04-12,24,17.258,13.714,9.8,6.448,33.773,111.3,3.042,5.0,18.0,-9.4,-43.0
2016-04-13,24,15.12,13.255,8.51,4.282,27.529,108.2,3.792,5.0,25.0,-38.8,-56.0
2016-04-14,24,15.737,13.622,9.533,4.675,35.751,111.1,3.542,4.667,22.0,-38.4,-61.0
2016-04-15,24,16.733,14.064,8.594,5.958,28.225,112.4,1.667,4.0,8.0,-14.4,-44.0
2016-04-16,24,19.66,19.79,10.083,5.402,32.702,113.2,2.167,3.667,11.0,-19.4,-58.0
2016-04-17,24,17.417,16.917,6.623,8.079,28.559,102.1,3.167,4.0,18.0,-20.2,-39.0
2016-04-18,24,13.478,11.631,5.918,5.969,21.698,94.6,1.083,2.333,4.0,-7.8,-15.0
2016-04-19,24,14.798,12.272,8.506,4.69,29.132,89.1,0.333,1.0,2.0,-4.2,-12.0
2016-04-20,24,15.53,15.332,8.666,4.749,29.62,83.2,0.708,1.333,3.0,-5.0,-12.0
2016-04-21,24,14.613,13.892,7.71,5.161,28.346,76.8,1.042,1.667,4.0,5.1,-5.0
2016-04-22,24,16.723,13.376,9.15,6.489,32.446,76.6,2.458,4.0,12.0,3.0,-14.0
2016-04-23,24,15.834,13.86,7.434,6.445,26.07,78.7,2.208,4.667,11.0,-0.6,-14.0
2016-04-24,24,15.835,14.692,8.345,6.297,29.087,81.8,2.167,4.0,11.0,-5.8,-16.0
2016-04-25,24,16.276,15.372,9.289,5.846,30.146,81.9,1.208,1.667,4.0,-2.6,-6.0
2016-04-26,24,15.832,15.779,7.671,6.256,27.513,85.2,1.334,2.667,5.0,-1.8,-13.0
2016-04-27,24,18.579,16.24,9.151,8.097,33.185,92.6,2.167,3.0,9.0,-3.0,-16.0
2016-04-28,24,17.148,15.55,7.324,8.577,30.107,94.9,0.917,2.0,4.0,-2.2,-9.0
2016-04-29,24,18.638,17.245,8.581,8.55,31.327,92.4,0.542,1.0,2.0,6.9,-3.0
2016-04-30,24,22.809,18.547,12.861,8.192,46.466,94.0,1.708,3.0,7.0,4.8,-13.0
2016-05-01,24,22.969,21.652,8.478,11.687,36.893,92.2,2.833,4.0,14.0,-11.7,-41.0
2016-05-02,24,20.063,19.227,6.765,9.819,29.104,89.8,3.75,5.667,30.0,-32.5,-45.0
2016-05-03,24,15.088,14.537,4.054,6.957,21.255,90.0,2.208,3.333,10.0,-25.7,-42.0
2016-05-04,24,17.495,17.636,5.719,8.102,24.426,90.1,0.833,1.667,3.0,-17.0,-20.0
2016-05-05,24,21.392,19.528,10.098,8.586,40.368,87.1,1.542,2.333,6.0,-12.4,-22.0
2016-05-06,24,21.299,18.825,9.506,10.496,38.087,89.6,2.792,4.333,15.0,-17.3,-35.0
2016-05-07,24,19.347,16.497,8.264,9.105,32.552,88.0,1.958,3.667,9.0,-17.3,-32.0
2016-05-08,24,17.405,16.493,6.701,8.003,30.258,84.0,5.708,6.333,70.0,-64.5,-95.0
2016-05-09,24,17.826,16.569,6.736,7.117,30.675,88.5,3.833,6.333,30.0,-53.1,-88.0
2016-05-10,24,16.015,12.781,7.668,7.042,29.905,88.7,2.75,3.667,13.0,-38.4,-49.0
2016-05-11,24,17.022,13.059,9.964,6.306,34.267,93.9,1.25,2.667,5.0,-27.5,-36.0
2016-05-12,24,18.447,13.71,9.88,8.334,35.982,92.0,0.75,1.0,3.0,-18.9,-24.0
2016-05-13,24,20.942,19.224,10.195,8.799,36.835,93.4,1.583,2.333,6.0,-20.8,-29.0
2016-05-14,24,19.39,16.786,6.819,10.949,31.081,101.2,2.083,3.333,9.0,-13.3,-27.0
2016-05-15,24,17.407,15.745,5.61,10.311,28.898,108.4,2.583,3.667,13.0,-13.5,-27.0
2016-05-16,24,20.905,18.451,9.63,9.218,38.04,102.0,2.542,3.333,12.0,-16.0,-28.0
2016-05-17,24,21.46,21.207,6.433,11.895,29.845,103.2,2.708,3.333,12.0,-9.2,-21.0
2016-05-18,24,19.725,16.797,7.515,10.981,33.991,102.3,1.708,2.667,7.0,-9.7,-22.0
2016-05-19,24,20.015,18.205,8.242,9.532,32.508,98.8,1.708,2.667,7.0,-6.5,-18.0
2016-05-20,24,19.465,18.557,7.392,9.322,30.685,99.5,1.375,2.333,5.0,0.4,-4.0
2016-05-21,24,21.584,23.681,7.882,10.577,33.766,97.8,2.792,4.667,15.0,-9.0,-27.0
2016-05-22,24,19.447,17.605,8.625,8.596,35.258,97.4,1.583,2.667,6.0,-12.6,-21.0
2016-05-23,24,19.659,18.006,9.44,8.577,38.5,97.4,0.792,1.667,3.0,-6.7,-11.0
2016-05-24,24,19.98,17.732,8.854,9.457,35.803,94.3,1.083,2.333,4.0,-3.0,-9.0
2016-05-25,24,18.908,17.971,7.197,8.84,31.753,93.6,0.5,1.0,2.0,2.4,-2.0
2016-05-26,24,18.366,16.756,5.424,10.277,27.686,91.7,0.542,1.333,2.0,8.5,-1.0
2016-05-27,24,20.927,17.862,9.569,9.711,39.315,90.4,2.208,3.0,9.0,0.9,-11.0
2016-05-28,24,18.657,17.14,4.95,10.992,29.236,87.7,2.75,4.0,13.0,-9.2,-21.0
2016-05-29,24,16.873,16.006,6.446,8.219,26.07,83.0,1.625,3.0,6.0,-10.7,-25.0
2016-05-30,24,20.85,20.39,7.754,9.761,31.663,86.2,2.292,4.0,11.0,-10.6,-21.0
2016-05-31,24,22.172,21.569,8.212,10.919,32.82,86.6,2.167,3.667,10.0,-6.6,-21.0
2016-06-01,24,18.575,17.946,4.162,11.622,25.02,86.0,1.292,2.0,5.0,-9.1,-17.0
2016-06-02,24,18.064,17.304,6.67,9.76,28.166,85.2,0.542,1.0,3.0,-5.8,-11.0
2016-06-03,24,18.279,17.552,8.725,7.915,32.569,83.2,0.416,1.0,2.0,0.3,-5.0
2016-06-04,24,18.052,17.77,7.181,8.683,27.897,80.0,0.666,1.333,3.0,6.4,-2.0
2016-06-05,24,24.008,24.535,10.758,9.028,40.996,79.1,3.625,5.333,29.0,5.1,-31.0
2016-06-06,24,17.068,18.4,4.269,9.045,21.982,78.5,3.458,5.333,23.0,-30.7,-41.0
2016-06-07,24,17.221,17.207,6.076,8.879,28.488,78.5,2.0,3.0,8.0,-12.3,-21.0
2016-06-08,24,19.675,16.734,9.381,8.91,37.156,80.1,1.333,2.0,5.0,-14.5,-25.0
2016-06-09,24,16.666,15.779,7.492,7.079,28.909,85.2,0.75,2.0,3.0,-8.0,-14.0
