date,vtec_n,vtec_mean,vtec_median,vtec_std,vtec_min,vtec_max,f107_obs,kp_mean,kp_max,ap,dst_mean,dst_min
2017-07-13,24,13.154,11.719,6.201,4.993,23.83,92.3,0.708,1.333,3.0,-2.5,-6.0
2017-07-14,24,12.705,14.055,4.955,5.503,19.029,93.9,0.416,0.667,2.0,5.4,-5.0
2017-07-15,24,12.321,13.892,4.907,4.715,18.427,91.6,0.667,1.0,3.0,6.6,0.0
2017-07-16,24,19.494,20.746,10.241,6.197,36.805,86.5,4.333,6.0,44.0,-22.9,-71.0
2017-07-17,24,12.8,11.955,4.573,6.972,20.838,85.6,3.583,5.667,26.0,-43.9,-69.0
2017-07-18,24,11.082,9.526,4.716,4.915,18.829,78.2,1.417,3.0,6.0,-31.4,-39.0
2017-07-19,24,11.896,10.249,6.162,4.268,23.738,73.1,0.667,1.333,3.0,-19.1,-29.0
2017-07-20,24,12.402,11.368,6.549,3.927,23.534,70.2,1.458,3.0,6.0,0.7,-10.0
2017-07-21,24,12.695,12.125,4.822,5.563,19.937,69.4,2.583,3.667,13.0,-16.5,-36.0
2017-07-22,24,13.698,13.846,5.887,5.239,23.015,69.5,2.833,4.333,15.0,-14.1,-30.0
2017-07-23,24,13.83,13.779,6.032,5.541,23.656,70.6,2.667,4.0,12.0,-20.4,-36.0
2017-07-24,24,13.694,14.834,4.955,5.649,21.394,70.1,2.375,3.333,10.0,-10.6,-23.0
2017-07-25,24,12.163,12.229,4.584,4.944,19.222,69.8,2.25,3.0,9.0,-10.7,-23.0
2017-07-26,24,11.13,10.357,4.05,5.01,16.502,68.6,2.0,4.0,10.0,-13.0,-23.0
2017-07-27,24,12.093,10.786,6.368,4.488,22.015,68.3,1.25,2.667,5.0,-12.6,-28.0
2017-07-28,24,10.327,10.193,4.927,3.899,19.019,69.5,1.667,2.667,7.0,-8.6,-15.0
2017-07-29,24,10.808,10.157,5.03,3.936,18.79,69.9,0.792,1.333,3.0,-10.9,-17.0
2017-07-30,24,12.489,12.228,5.728,4.675,21.519,69.5,0.667,1.0,3.0,-3.1,-12.0
2017-07-31,24,11.479,11.785,3.885,5.147,17.01,72.2,0.542,1.0,2.0,0.8,-5.0
2017-08-01,24,11.94,12.085,3.873,5.681,17.56,73.5,1.083,2.333,4.0,3.1,-3.0
2017-08-02,24,11.21,10.55,4.566,5.103,19.369,74.4,1.0,1.667,4.0,0.8,-7.0
2017-08-03,24,12.092,11.825,5.91,4.115,21.761,75.1,1.875,3.667,10.0,3.6,-3.0
2017-08-04,24,14.473,12.413,6.781,5.669,24.571,74.1,3.542,4.333,22.0,-7.5,-33.0
2017-08-05,24,14.542,14.134,7.164,5.782,27.882,74.1,2.958,3.667,15.0,-17.9,-30.0
2017-08-06,24,12.434,11.981,4.938,5.893,20.193,73.5,2.542,4.333,12.0,-14.6,-23.0
2017-08-07,24,12.357,12.41,5.765,4.562,21.906,72.7,1.167,2.0,4.0,-10.2,-17.0
2017-08-08,24,12.153,11.741,5.005,4.97,19.184,71.1,1.0,2.0,4.0,-4.2,-16.0
2017-08-09,24,13.617,12.748,6.149,5.454,22.896,71.5,0.875,1.333,4.0,-2.2,-6.0
2017-08-10,24,12.153,11.501,4.957,5.189,19.62,71.0,1.083,2.0,4.0,0.2,-8.0
2017-08-11,24,12.017,11.758,6.37,4.354,24.108,69.8,1.667,3.0,7.0,2.9,-6.0
2017-08-12,24,12.816,12.261,6.123,4.95,23.21,70.3,2.042,3.333,9.0,0.0,-8.0
2017-08-13,24,11.576,11.206,5.634,4.616,21.291,68.2,1.792,2.333,6.0,-4.1,-11.0
2017-08-14,24,11.018,10.188,5.887,3.969,22.333,73.0,1.083,2.0,4.0,-4.9,-10.0
2017-08-15,24,10.76,11.992,4.808,4.071,16.886,74.2,0.5,1.0,2.0,2.1,-4.0
2017-08-16,24,12.092,13.018,5.778,3.936,19.969,77.3,1.375,2.0,5.0,3.1,-8.0
2017-08-17,24,13.59,11.781,6.692,5.232,25.594,76.7,3.625,4.667,24.0,-16.2,-36.0
2017-08-18,24,14.115,14.121,6.331,5.341,24.518,80.0,3.25,4.667,20.0,-16.2,-25.0
2017-08-19,24,12.175,10.752,5.754,5.435,23.027,86.8,4.083,4.667,29.0,-19.8,-51.0
2017-08-20,24,11.597,12.086,5.531,4.391,21.614,86.0,3.292,5.0,20.0,-24.1,-41.0
2017-08-21,24,11.793,11.82,4.723,5.235,19.309,87.1,2.25,3.0,9.0,-12.3,-23.0
2017-08-22,24,13.613,13.96,6.838,4.87,24.473,90.2,3.0,4.667,17.0,-18.5,-33.0
2017-08-23,24,14.104,14.54,7.078,4.841,24.984,85.1,3.542,4.667,23.0,-37.8,-52.0
2017-08-24,24,11.318,9.88,5.921,4.095,21.058,78.8,2.0,3.667,10.0,-27.1,-38.0
2017-08-25,24,11.59,10.827,5.877,4.423,22.222,80.8,1.042,1.667,4.0,-11.7,-21.0
2017-08-26,24,12.356,11.231,6.28,4.107,21.539,77.5,0.708,1.333,3.0,-8.2,-12.0
2017-08-27,24,14.238,12.849,6.983,5.184,24.797,78.2,1.917,3.0,8.0,-15.1,-39.0
2017-08-28,24,12.175,10.71,5.374,5.14,23.816,81.6,0.542,0.667,2.0,-20.4,-32.0
2017-08-29,24,13.311,13.658,5.613,5.375,21.431,84.3,1.792,4.0,8.0,-1.8,-9.0
2017-08-30,24,13.318,12.659,5.108,6.202,20.991,86.9,0.792,2.0,3.0,-4.8,-16.0
2017-08-31,24,17.589,14.405,10.327,6.651,38.436,91.9,3.833,5.333,30.0,-25.0,-68.0
2017-09-01,24,13.763,12.747,5.531,6.967,25.175,93.4,3.0,4.0,16.0,-27.2,-45.0
2017-09-02,24,13.86,13.964,5.167,6.894,23.627,100.0,3.25,4.667,20.0,-28.6,-48.0
2017-09-03,24,13.67,12.458,5.857,5.935,22.459,120.2,1.792,2.667,7.0,-19.2,-26.0
2017-09-04,24,14.967,15.117,6.015,6.802,23.037,182.5,2.917,4.667,16.0,-15.5,-32.0
2017-09-05,24,13.44,12.121,5.807,6.435,24.73,120.5,2.417,4.0,11.0,-16.8,-27.0
2017-09-06,24,14.868,12.66,8.088,5.454,27.294,132.9,1.875,3.333,8.0,-10.5,-21.0
2017-09-07,24,18.718,16.659,11.185,5.309,34.453,128.5,3.584,7.667,36.0,-14.4,-86.0
2017-09-08,24,16.161,12.165,8.936,7.089,36.081,116.8,6.083,8.333,106.0,-107.3,-148.0
2017-09-09,24,10.21,9.016,5.051,3.956,18.69,107.2,0.708,2.333,3.0,-71.4,-96.0
2017-09-10,24,11.848,11.241,6.289,4.15,21.568,100.2,1.0,3.0,4.0,-49.6,-63.0
2017-09-11,24,11.92,11.376,5.578,4.922,20.82,79.9,2.542,3.333,11.0,-36.2,-48.0
2017-09-12,24,13.477,10.562,8.085,4.139,26.287,75.5,2.792,5.333,17.0,-26.7,-45.0
2017-09-13,24,10.982,10.441,4.098,4.995,18.088,75.1,2.333,5.333,14.0,-35.8,-56.0
2017-09-14,24,13.734,11.843,8.45,4.802,31.463,74.2,3.167,5.333,22.0,-28.8,-52.0
2017-09-15,24,10.629,8.935,4.986,4.802,20.462,72.8,4.25,5.667,34.0,-39.0,-55.0
2017-09-16,24,10.615,9.388,5.501,4.337,21.648,72.1,3.875,5.333,28.0,-42.5,-71.0
2017-09-17,24,11.897,10.973,6.316,4.514,23.455,72.2,2.75,4.0,14.0,-33.2,-47.0
2017-09-18,24,12.138,11.143,6.121,4.354,20.288,72.2,3.417,4.333,20.0,-35.9,-53.0
2017-09-19,24,11.399,11.835,4.817,4.579,18.363,70.6,1.875,2.667,7.0,-26.2,-43.0
2017-09-20,24,12.188,10.978,5.739,5.3,20.243,73.9,2.0,3.333,8.0,-27.5,-42.0
2017-09-21,24,11.899,10.969,5.605,5.158,20.161,73.0,1.333,2.333,5.0,-23.2,-35.0
2017-09-22,24,12.455,11.761,6.291,5.021,23.306,77.5,1.292,2.333,5.0,-22.4,-31.0
2017-09-23,24,13.402,11.809,7.023,5.189,25.882,81.2,1.083,2.333,4.0,-17.5,-24.0
2017-09-24,24,13.556,10.735,8.033,5.24,29.613,86.9,1.458,2.667,6.0,-7.8,-18.0
2017-09-25,24,14.129,11.408,8.055,5.865,29.395,89.9,0.958,2.333,4.0,-13.6,-18.0
2017-09-26,24,13.367,10.932,8.233,5.308,29.948,90.7,0.75,2.0,3.0,-1.5,-7.0
2017-09-27,24,17.428,16.676,10.002,5.036,31.124,91.0,4.208,6.333,37.0,-24.2,-59.0
2017-09-28,24,13.768,13.708,4.887,6.972,23.383,90.9,4.875,6.667,51.0,-63.3,-98.0
2017-09-29,24,13.559,11.218,7.736,4.52,29.68,89.7,2.5,3.333,11.0,-38.6,-50.0
2017-09-30,24,14.786,12.141,8.841,5.679,33.088,89.4,2.833,4.0,14.0,-36.9,-44.0
2017-10-01,24,13.173,11.551,6.863,4.787,25.643,85.7,2.417,3.333,11.0,-29.8,-39.0
2017-10-02,24,14.781,11.969,7.813,6.636,29.723,86.0,1.208,3.333,5.0,-23.8,-30.0
2017-10-03,24,13.962,11.342,7.103,5.781,24.592,86.4,1.333,3.0,6.0,-20.2,-30.0
2017-10-04,24,12.548,11.511,6.156,4.435,22.054,86.8,1.166,2.333,5.0,-16.2,-35.0
2017-10-05,24,14.052,12.528,6.861,4.79,24.406,84.7,1.167,3.333,6.0,-11.2,-24.0
2017-10-06,24,13.609,11.184,6.772,6.213,26.113,84.1,1.917,2.667,8.0,-17.8,-26.0
2017-10-07,24,13.62,11.755,7.541,5.605,27.467,79.6,0.792,1.667,3.0,-11.6,-20.0
2017-10-08,24,13.52,10.685,7.946,5.291,27.749,76.7,0.625,1.667,3.0,-7.8,-11.0
2017-10-09,24,12.012,10.692,5.473,5.808,21.271,72.3,0.333,2.0,1.0,-4.4,-12.0
2017-10-10,24,11.936,9.973,6.237,5.554,22.03,70.9,0.417,2.0,2.0,0.6,-8.0
2017-10-11,24,15.792,15.362,9.139,5.098,30.169,69.6,4.0,4.667,28.0,-25.5,-40.0
2017-10-12,24,12.16,10.762,5.351,6.389,21.94,70.2,3.875,5.0,26.0,-38.6,-52.0
2017-10-13,24,12.728,11.004,7.121,5.156,27.291,69.7,4.208,5.667,37.0,-37.2,-53.0
2017-10-14,24,10.837,7.74,5.7,3.369,20.023,69.0,4.042,5.0,30.0,-38.8,-70.0
2017-10-15,24,10.199,7.887,6.164,4.278,23.042,70.3,3.5,5.333,25.0,-41.7,-60.0
2017-10-16,24,10.475,8.419,5.731,3.744,19.708,70.9,1.958,3.0,8.0,-25.5,-35.0
2017-10-17,24,11.383,9.451,5.737,5.007,21.299,70.3,1.25,1.667,5.0,-23.7,-32.0
2017-10-18,24,10.869,9.733,4.742,5.603,19.319,73.2,1.042,2.333,4.0,-17.4,-26.0
2017-10-19,24,12.253,10.374,6.032,4.61,22.731,73.4,2.625,3.667,12.0,-20.8,-36.0
2017-10-20,24,12.824,9.268,6.169,6.272,23.763,75.7,1.708,3.667,7.0,-18.7,-27.0
2017-10-21,24,13.161,10.056,6.179,5.999,22.318,76.5,2.042,3.0,8.0,-5.8,-15.0
2017-10-22,24,13.188,10.008,5.512,7.155,23.226,77.3,1.292,3.0,6.0,-12.9,-18.0
2017-10-23,24,12.752,10.258,6.156,6.717,25.341,78.0,1.042,2.333,4.0,-3.8,-13.0
2017-10-24,24,14.798,12.681,7.605,6.791,30.48,77.5,2.875,4.667,18.0,-8.5,-31.0
2017-10-25,24,13.608,10.716,6.736,5.829,25.566,78.8,3.292,4.667,19.0,-21.5,-33.0
2017-10-26,24,13.406,10.432,6.921,5.956,24.226,77.3,3.042,4.333,17.0,-28.9,-51.0
2017-10-27,24,11.799,8.66,5.749,5.506,21.818,76.0,1.042,2.0,4.0,-19.0,-27.0
2017-10-28,24,11.382,8.259,5.793,5.444,21.798,75.4,1.25,2.0,5.0,-15.8,-21.0
2017-10-29,24,11.588,9.542,4.899,5.846,20.306,75.3,0.583,1.667,3.0,-9.9,-12.0
2017-10-30,24,12.574,10.98,4.529,7.549,20.194,75.6,0.375,1.0,2.0,-9.0,-15.0
2017-10-31,24,11.719,9.82,4.498,6.926,21.468,75.4,0.417,1.667,2.0,-5.0,-10.0
2017-11-01,24,11.416,9.548,4.767,6.441,21.488,72.6,0.583,1.333,2.0,3.6,-3.0
2017-11-02,24,12.592,11.676,5.435,6.806,23.6,73.6,1.833,3.0,8.0,-0.7,-11.0
2017-11-03,24,13.002,9.85,5.677,6.843,23.139,73.2,1.958,3.333,8.0,-16.0,-24.0
2017-11-04,24,11.586,9.699,5.014,5.948,19.964,72.1,0.792,1.333,3.0,-8.7,-14.0
2017-11-05,24,11.085,8.997,4.446,6.058,19.045,71.1,0.208,0.667,1.0,-5.7,-11.0
2017-11-06,24,10.508,8.885,4.19,6.492,18.215,69.4,0.125,0.667,1.0,-1.4,-9.0
2017-11-07,24,15.14,12.241,8.918,6.617,35.012,68.3,3.834,6.333,35.0,-25.5,-63.0
2017-11-08,24,12.342,9.432,6.313,6.467,28.337,67.6,4.625,6.333,44.0,-60.2,-82.0
2017-11-09,24,9.467,7.416,4.519,4.723,16.837,65.8,3.333,3.667,18.0,-44.6,-60.0
2017-11-10,24,9.22,8.307,4.009,4.433,15.261,68.6,3.417,4.0,20.0,-33.2,-55.0
2017-11-11,24,8.743,7.291,3.972,4.706,16.442,67.3,1.708,3.0,7.0,-25.3,-35.0
2017-11-12,24,8.819,7.459,3.773,4.716,15.918,69.4,1.292,2.333,5.0,-19.2,-24.0
2017-11-13,24,9.457,9.026,3.321,5.71,15.397,72.1,1.416,2.333,6.0,-15.6,-22.0
2017-11-14,24,10.337,9.951,3.478,6.289,16.19,74.4,2.5,3.0,11.0,-20.2,-31.0
2017-11-15,24,10.877,10.583,4.12,5.818,18.754,74.2,2.542,3.333,11.0,-20.4,-40.0
2017-11-16,24,11.561,8.809,5.785,5.957,24.662,73.2,2.667,4.333,14.0,-19.9,-38.0
2017-11-17,24,9.92,8.883,3.851,5.589,17.458,76.4,1.125,2.333,4.0,-15.3,-28.0
2017-11-18,24,10.725,9.592,3.721,6.35,17.939,76.1,1.625,2.0,6.0,-14.2,-22.0
2017-11-19,24,10.931,8.746,3.888,6.832,17.691,74.4,1.042,2.333,4.0,-5.2,-15.0
2017-11-20,24,10.334,8.937,4.185,5.893,17.444,73.6,1.25,3.667,6.0,1.8,-7.0
2017-11-21,24,12.425,9.926,6.784,5.062,23.335,73.2,3.917,5.0,27.0,-28.5,-55.0
2017-11-22,24,10.471,7.972,4.602,5.481,19.117,73.4,2.333,3.0,10.0,-22.5,-32.0
2017-11-23,24,9.95,8.603,3.566,6.075,16.994,72.4,2.083,2.667,8.0,-17.3,-21.0
2017-11-24,24,9.644,8.04,3.868,5.379,16.984,74.1,1.875,3.333,9.0,-15.8,-26.0
2017-11-25,24,9.456,7.448,4.15,4.991,16.504,74.3,1.292,3.333,6.0,-20.4,-33.0
2017-11-26,24,8.768,8.085,3.536,4.163,14.101,75.5,0.5,1.0,2.0,-8.0,-14.0
2017-11-27,24,9.256,7.827,2.771,5.826,13.46,73.6,1.167,2.0,4.0,4.9,-2.0
2017-11-28,24,9.707,7.602,3.905,5.887,17.329,71.9,1.542,3.333,7.0,-10.3,-23.0
2017-11-29,24,9.368,8.147,3.285,5.851,16.364,72.6,1.083,2.0,4.0,-0.3,-12.0
2017-11-30,24,10.093,8.836,3.389,6.595,17.038,71.7,2.208,4.0,10.0,-5.9,-17.0
2017-12-01,24,8.717,7.249,3.164,4.606,14.341,70.2,1.667,2.667,7.0,-6.4,-12.0
2017-12-02,24,8.229,7.503,2.813,4.606,12.759,71.5,0.583,2.333,3.0,-2.3,-8.0
2017-12-03,24,8.297,7.007,2.588,5.457,12.724,69.0,0.167,0.667,1.0,-6.1,-16.0
2017-12-04,24,9.115,8.643,2.835,5.502,14.065,68.4,1.917,4.0,10.0,-7.2,-41.0
2017-12-05,24,9.241,7.892,3.825,5.106,17.774,67.9,3.958,5.0,28.0,-29.5,-51.0
2017-12-06,24,8.869,7.216,3.356,5.038,14.551,68.3,2.917,4.0,15.0,-25.6,-34.0
2017-12-07,24,8.165,7.504,3.074,4.2,12.86,67.9,2.292,3.333,10.0,-16.8,-23.0
2017-12-08,24,7.876,7.598,2.837,4.006,12.406,69.9,1.25,2.0,5.0,-12.0,-21.0
2017-12-09,24,8.09,7.999,2.635,4.715,12.014,71.1,0.75,1.667,3.0,-7.3,-14.0
2017-12-10,24,8.382,7.733,2.692,5.373,13.79,72.0,0.5,1.333,2.0,-2.9,-12.0
2017-12-11,24,9.307,9.174,3.326,5.115,15.162,72.3,2.25,3.333,10.0,-3.6,-16.0
2017-12-12,24,9.359,8.031,2.384,6.629,13.462,71.4,2.583,4.0,12.0,-12.5,-23.0
2017-12-13,24,8.492,7.44,2.344,5.704,12.741,72.1,1.458,2.667,6.0,-10.0,-14.0
2017-12-14,24,8.445,7.065,2.688,5.256,13.273,72.1,0.792,2.667,4.0,-4.2,-10.0
2017-12-15,24,8.172,7.271,2.624,4.708,12.094,71.7,0.708,1.333,3.0,2.2,-2.0
2017-12-16,24,8.469,7.748,2.274,5.856,12.923,71.3,0.625,2.0,3.0,3.7,-6.0
2017-12-17,24,9.917,8.975,3.792,5.502,17.571,71.0,3.584,4.667,23.0,-7.2,-23.0
2017-12-18,24,8.739,7.851,3.076,4.875,14.153,71.6,2.875,4.333,16.0,-17.5,-28.0
2017-12-19,24,8.381,6.849,3.292,4.93,15.139,68.8,1.125,2.333,4.0,-8.9,-23.0
2017-12-20,24,8.492,6.874,3.369,4.599,14.636,74.2,1.292,2.0,5.0,-8.0,-17.0
2017-12-21,24,8.865,8.446,2.866,5.478,13.688,76.0,0.458,1.0,2.0,-5.0,-9.0
2017-12-22,24,8.805,7.755,2.949,5.468,13.888,75.3,0.25,1.0,1.0,1.4,-5.0
2017-12-23,24,9.736,8.703,3.501,5.746,15.949,76.2,1.125,2.667,5.0,2.4,-12.0
2017-12-24,24,10.714,8.233,4.824,6.16,20.222,76.1,2.458,3.333,11.0,1.3,-25.0
2017-12-25,24,9.014,8.308,2.782,5.133,14.379,75.7,2.083,3.0,9.0,-10.5,-26.0
2017-12-26,24,7.898,6.572,2.923,4.718,13.18,71.8,2.25,3.667,10.0,-10.5,-24.0
2017-12-27,24,7.35,6.844,2.3,4.475,11.319,71.0,1.833,2.667,7.0,-5.1,-10.0
2017-12-28,24,7.496,6.644,2.252,4.789,11.705,71.1,1.167,1.667,4.0,-5.6,-11.0
2017-12-29,24,7.504,6.952,2.53,4.3,11.918,71.5,0.875,2.333,4.0,-0.2,-6.0
2017-12-30,24,7.888,6.789,2.578,4.775,11.971,70.4,0.708,1.667,3.0,1.6,-6.0
2017-12-31,24,8.283,7.674,2.279,5.555,12.115,70.7,0.625,2.0,3.0,6.6,1.0
2018-01-01,24,8.616,7.069,3.764,4.292,16.423,69.1,2.208,3.667,10.0,-7.6,-19.0
2018-01-02,24,8.862,8.393,2.856,5.554,13.593,69.5,1.125,2.0,4.0,-1.8,-11.0
2018-01-03,24,9.816,8.589,3.159,6.137,16.679,70.7,0.5,1.0,2.0,3.2,-8.0
2018-01-04,24,8.779,6.84,3.752,5.42,16.404,69.5,0.625,1.333,3.0,-1.4,-7.0
2018-01-05,24,8.5,7.733,2.858,5.513,13.662,69.3,1.167,2.0,4.0,-0.4,-7.0
2018-01-06,24,8.459,6.971,3.328,5.309,15.029,69.4,0.375,1.333,2.0,-0.9,-6.0
2018-01-07,24,8.604,7.45,2.751,5.783,14.246,69.9,0.375,1.0,2.0,5.9,2.0
2018-01-08,24,9.126,8.076,3.523,5.319,15.529,70.3,1.917,3.667,9.0,11.8,-11.0
2018-01-09,24,9.805,8.699,3.27,5.829,15.958,70.8,2.083,3.667,9.0,-8.4,-17.0
2018-01-10,24,9.555,8.337,2.65,6.763,14.708,70.4,0.833,1.667,3.0,-4.4,-12.0
2018-01-11,24,9.012,7.584,3.025,6.068,14.853,70.8,0.417,1.0,2.0,0.6,-5.0
2018-01-12,24,9.024,8.239,2.566,6.32,13.701,70.9,0.792,1.333,3.0,-1.0,-5.0
2018-01-13,24,9.462,7.958,2.767,6.796,14.471,70.8,1.458,3.0,6.0,6.2,-1.0
2018-01-14,24,9.573,8.827,3.179,6.054,14.396,70.5,2.333,4.667,13.0,-6.2,-20.0
2018-01-15,24,8.736,7.691,3.054,5.101,14.227,70.2,2.0,3.667,9.0,-6.2,-20.0
2018-01-16,24,8.35,7.549,2.594,5.544,12.553,71.1,0.958,2.0,4.0,-3.1,-9.0
2018-01-17,24,8.558,8.146,2.67,5.613,13.476,70.9,0.167,0.667,1.0,-0.6,-3.0
2018-01-18,24,8.703,8.32,2.551,5.532,13.855,71.1,0.208,0.333,1.0,6.0,2.0
2018-01-19,24,10.095,10.368,2.561,6.403,14.767,70.8,1.792,2.667,7.0,-4.8,-28.0
2018-01-20,24,10.302,9.57,2.487,7.423,14.354,69.6,1.667,3.0,7.0,-4.5,-12.0
2018-01-21,24,8.925,7.795,2.893,5.815,14.306,68.3,2.042,3.0,9.0,-2.0,-19.0
2018-01-22,24,8.082,7.129,2.907,4.541,14.762,70.1,2.417,3.333,11.0,-7.9,-24.0
2018-01-23,24,8.189,6.729,3.599,4.288,15.821,70.5,1.0,2.0,4.0,-8.9,-16.0
2018-01-24,24,7.767,7.08,2.671,4.547,12.769,69.9,1.542,4.0,9.0,2.7,-7.0
2018-01-25,24,8.733,8.448,3.196,4.433,13.214,70.3,2.208,3.0,9.0,-14.5,-23.0
2018-01-26,24,8.367,7.169,3.084,4.909,14.006,69.8,1.667,3.0,7.0,-4.4,-17.0
2018-01-27,24,8.331,7.489,3.004,4.715,13.444,68.8,1.417,2.667,6.0,-6.6,-15.0
2018-01-28,24,7.833,7.225,2.358,5.113,11.561,68.5,0.833,1.667,3.0,0.2,-6.0
2018-01-29,24,8.628,7.895,2.701,5.604,13.897,68.2,0.667,1.0,3.0,1.9,-8.0
2018-01-30,24,8.725,8.487,2.483,5.683,12.987,68.9,0.792,2.333,3.0,3.0,-8.0
2018-01-31,24,9.331,8.993,2.606,5.998,13.408,69.2,1.417,2.667,6.0,-0.5,-13.0
2018-02-01,24,9.505,8.133,3.174,5.929,15.461,69.0,0.833,2.667,4.0,-4.2,-14.0
2018-02-02,24,8.64,7.338,2.595,5.462,12.688,68.8,0.708,2.0,3.0,-3.1,-15.0
2018-02-03,24,8.677,7.082,3.391,5.314,15.887,69.2,0.792,1.667,3.0,5.5,-6.0
2018-02-04,24,8.433,6.932,3.377,4.611,14.383,73.0,0.708,2.333,3.0,9.8,1.0
2018-02-05,24,10.065,8.311,5.37,5.081,23.786,74.0,1.875,3.0,8.0,-2.3,-16.0
2018-02-06,24,10.382,8.826,3.876,6.633,18.567,76.9,1.125,2.333,4.0,-0.2,-8.0
2018-02-07,24,9.362,8.534,2.958,5.781,14.789,76.6,0.5,1.667,2.0,-0.2,-6.0
2018-02-08,24,10.092,9.413,2.891,6.771,14.967,77.5,0.542,1.333,2.0,5.3,0.0
2018-02-09,24,10.828,9.724,3.088,7.12,17.463,78.1,0.917,2.667,4.0,2.2,-7.0
2018-02-10,24,9.661,8.996,2.982,5.827,15.289,78.2,1.542,2.333,6.0,1.8,-10.0
2018-02-11,24,9.625,9.056,2.755,6.17,14.151,78.2,0.333,0.667,2.0,0.1,-7.0
2018-02-12,24,10.178,9.643,2.487,6.669,14.17,78.6,0.75,1.667,3.0,10.3,6.0
2018-02-13,24,10.012,9.158,2.268,7.339,13.914,75.9,0.417,0.667,2.0,7.1,-4.0
2018-02-14,24,9.186,8.463,2.717,5.868,13.769,75.3,0.417,1.333,2.0,-0.4,-7.0
2018-02-15,24,9.598,9.084,3.758,5.433,16.479,72.5,2.083,4.667,11.0,-1.5,-17.0
2018-02-16,24,10.626,8.622,4.989,5.28,20.614,71.5,1.792,2.333,7.0,-3.8,-18.0
2018-02-17,24,11.665,7.846,7.433,5.011,30.367,69.0,2.375,3.667,11.0,-12.8,-26.0
2018-02-18,24,10.312,8.697,4.834,5.453,20.182,70.3,2.708,4.0,13.0,-9.8,-26.0
2018-02-19,24,9.302,8.118,3.956,4.706,14.997,69.1,2.917,4.0,16.0,-15.4,-26.0
2018-02-20,24,9.555,7.914,3.12,6.283,15.585,67.8,0.75,2.667,3.0,-14.0,-28.0
2018-02-21,24,10.242,9.44,4.075,5.562,18.989,67.6,0.542,2.0,2.0,-6.6,-16.0
2018-02-22,24,9.668,8.142,4.038,4.808,17.164,68.4,2.167,3.667,10.0,-6.1,-14.0
2018-02-23,24,9.934,8.838,3.038,5.77,15.666,67.6,2.75,4.333,15.0,-15.2,-38.0
2018-02-24,24,8.672,8.011,3.2,4.873,15.238,68.2,1.75,3.333,8.0,-15.6,-29.0
2018-02-25,24,8.59,8.456,2.777,4.58,12.75,67.2,0.833,2.0,3.0,-7.1,-13.0
2018-02-26,24,9.407,9.067,3.787,4.695,15.601,69.8,1.583,3.0,6.0,-9.0,-21.0
2018-02-27,24,11.295,8.222,6.031,5.467,23.76,67.9,2.75,5.333,18.0,-18.3,-31.0
2018-02-28,24,11.124,9.733,4.928,5.78,20.859,68.8,1.542,2.333,6.0,-12.6,-18.0
2018-03-01,24,11.024,8.578,5.643,5.27,21.378,67.2,1.375,2.667,6.0,-10.7,-20.0
2018-03-02,24,10.838,9.34,4.768,5.82,20.219,67.8,0.708,2.667,4.0,-7.1,-14.0
2018-03-03,24,12.074,9.069,6.852,5.876,27.893,67.8,1.375,2.667,5.0,-3.8,-9.0
2018-03-04,24,10.903,8.998,5.024,5.309,20.854,67.5,1.375,2.667,6.0,-6.8,-15.0
2018-03-05,24,11.31,9.852,4.605,6.793,19.264,67.6,1.083,1.333,4.0,2.6,-5.0
2018-03-06,24,10.836,8.746,5.129,5.854,20.064,67.6,1.042,2.0,4.0,4.5,-9.0
2018-03-07,24,10.838,10.444,4.43,5.837,18.493,67.8,0.625,2.667,3.0,2.9,-1.0
2018-03-08,24,10.971,10.226,4.28,6.183,18.909,66.6,0.792,1.667,3.0,4.2,-4.0
2018-03-09,24,12.025,10.481,5.902,5.954,22.336,67.5,2.0,4.333,10.0,5.1,-7.0
2018-03-10,24,12.719,12.093,4.962,6.799,20.889,67.7,2.375,4.0,12.0,-16.5,-39.0
2018-03-11,24,10.942,10.19,4.176,6.053,16.726,67.8,1.042,2.333,4.0,-4.8,-11.0
2018-03-12,24,10.962,10.501,3.639,6.743,17.299,68.1,0.417,1.0,2.0,-0.4,-4.0
2018-03-13,24,11.526,9.98,4.99,6.241,19.252,68.6,0.583,1.0,2.0,-0.1,-6.0
2018-03-14,24,12.028,10.752,5.595,5.609,21.295,67.7,1.75,4.0,10.0,-4.6,-28.0
2018-03-15,24,11.093,10.903,3.937,5.675,17.62,69.0,2.833,4.0,15.0,-18.0,-30.0
2018-03-16,24,11.762,10.166,5.472,4.746,20.479,68.6,3.25,4.333,18.0,-24.8,-39.0
2018-03-17,24,10.055,8.637,4.004,5.293,16.203,69.7,2.667,4.333,14.0,-17.7,-28.0
2018-03-18,24,11.649,10.198,6.009,4.818,23.352,69.1,3.0,6.0,22.0,-20.9,-41.0
2018-03-19,24,10.748,9.318,5.056,3.903,19.032,70.3,2.625,4.333,14.0,-24.9,-45.0
2018-03-20,24,11.039,7.987,7.019,3.921,23.097,68.8,1.458,3.0,7.0,-18.8,-28.0
2018-03-21,24,10.291,8.329,5.05,4.862,18.356,69.3,0.917,2.0,4.0,-10.9,-22.0
2018-03-22,24,11.117,9.189,5.829,5.1,19.867,68.5,1.458,3.0,6.0,-9.0,-25.0
2018-03-23,24,10.087,8.896,4.451,5.299,18.642,68.1,2.792,4.0,15.0,-14.7,-29.0
